id,coder,sample,variable,text,name
894,Coder 2,1,ca,“The only way Chicano/Latino/Mexican-Americans (Blacks/African-Americans) will gain their civil rights is by constant protest and even illegal social action”,Non-normative CA
894,Coder 2,2,oc,same as sample 1,Opportunity for contact
894,Coder 2,2,ca,same as sample 1,Collective action
894,Coder 2,2,gi,same as sample 1,Group identificaiton
894,Coder 2,2,oa,same as sample 1,Outgroup attitudes
894,Coder 2,2,ca,same as sample 1,Non-normative CA
933,Coder 2,1,cf,"Respondents provided yes or no responses to two items regarding interracial contact. As a general contact measure, participants first indicated whether they “now have contact or not with a person who is (white/black).” As a measure of close contact, only those respondents who reported having contact then indicated whether they “have contact with a (white/black) as a good friend.”",Cross-group friendship
933,Coder 2,1,gd,"Additionally, respondents reported “how much discrimination there is against (whites/blacks) in our society today,” with reverse-coded responses ranging from 1 (none at all) to 4 (a great deal).",Group discrimination
933,Coder 2,1,oa,"Respondents also reported generally “how close they feel to (whites/blacks)” with reverse-coded responses ranging from 1 (very far) to 5 (very close). Generalized feelings of closeness can be especially useful for assessing interracial attitudes, as affective indicators of attitudes typically show stronger relationships with contact than do other kinds of indicators (see Jackman and Crane, 1986; Tropp and Pettigrew, 2005b).",Outgroup attitudes
956,Coder 1,1,pc,"Intergroup contact was measured as how often, from 1 = never to 5 = very often, respondents had a variety of positive and negative experiences with [non-]heterosexual people (Fell et al., 2016; Stephan et al., 2002). Negative contact (α1a = .81, α1b = .70) was measured using five items: being verbally abused, intimidated, threatened with harm, ridiculed, and made to feel unwanted. Positive contact (α1a = .75, α1b = .85) was measured using five items: being supported, helped, complimented, befriended, and made to feel welcome.",Contact quality / Positive contact
956,Coder 1,1,nc,"Intergroup contact was measured as how often, from 1 = never to 5 = very often, respondents had a variety of positive and negative experiences with [non-]heterosexual people (Fell et al., 2016; Stephan et al., 2002). Negative contact (α1a = .81, α1b = .70) was measured using five items: being verbally abused, intimidated, threatened with harm, ridiculed, and made to feel unwanted. Positive contact (α1a = .75, α1b = .85) was measured using five items: being supported, helped, complimented, befriended, and made to feel welcome.",Negative contact
956,Coder 1,1,pd,"In addition, for sexual-minority respondents only, we also measured their sense of personal discrimination (α1a = .77): “I feel like I am personally a victim of society because of my sexual orientation,” “I consider myself a person who has been deprived of opportunities that are available to others because of my sexual orientation” (1 = strongly disagree, 7 = strongly agree), and “To what extent has discrimination made your life harder?” (1 = not at all, 4 = a lot).",Personal discrimination
