id,sample,var,variable,name,text,ic_direct,ic_quality,pi_personal,pi_specific
1494,3,ic,cq,Neighbourhood Contact,"Finally, neighborhood interracial contact measures the frequency of interacting with racial out-groups within one’s neighborhood. The variable is measured on a 5-point scale ranging from “never/less than once per year”, coded as 1, to “almost every day”, coded as 5.",Indirectly,No,NA,NA
1494,3,ic,cq,Workplace Contact,"Respondents also reported their frequency of workplace contact with out-groups. The variable is measured on a 3-point scale ranging from 1, indicating “never” to 3, indicating “almost everyday.” Those not currently holding jobs (retired, students, those with disabilities, housewives and the unemployed) were coded as having no workplace contact.",Indirectly,No,NA,NA
1494,3,pi,pd,Major Discrimination,Major racial discrimination combines responses to six dichotomous indicators of experience with any of the following because of race: 1) being denied a job or promotion; 2) being unfairly stopped and searched by the police; 3) having neighbors make life difficult for the respondents’ family; 4) being denied housing; 5) having a real estate agent show housing only in certain areas; and 6) treated unfairly when trying to obtain a mortgage loan.,NA,NA,Personal,Specific
1494,3,pi,pd,Personal discrimination,"I use reports of both minor and major discrimination. The former is a dichotomous indicator taken from a series of questions asking whether others have ever treated the respondent with less courtesy, with fear or as if they are better than the respondent. Those who indicated experience with any of these because of their ethnicity or race were coded as 1, indicating minor discrimination experiences, and zero otherwise.",NA,NA,Personal,Specific
1494,4,ic,cf,Cross-group friendship,same as sample 3,Indirectly,No,NA,NA
1494,4,ic,cq,Neighbourhood Contact,same as sample 3,Indirectly,No,NA,NA
1494,4,ic,cq,Workplace Contact,same as sample 3,Indirectly,No,NA,NA
1494,4,pi,pd,Major discrimination,same as sample 3,NA,NA,Personal,Specific
1494,4,pi,pd,Personal discrimination,same as sample 3,NA,NA,Personal,Specific
1525,1,ic,cf,Cross-group friendship,"Ethnic peer preferences. Modeled after singleitem assessments high in face validity and used effectively in other research areas [e.g., attachment questionnaires (Hazan & Shaver, 1987); healthrelated quality of life (Cunny & Perri, 1991)], adolescents were asked, “Think about the friends that you hang out with. Are your friends mostly of your same ethnicity or of a different ethnicity?”",Indirectly,No,NA,NA
1525,1,pi,pd,Personal discrimination,"Perceived discrimination. Adolescents were asked, “How often have you felt racial or ethnicitybased discrimination in the following situations,” using a list of seven events (e.g., being treated unfairly, being treated with less respect). On a 1 never to 5 all the time scale, respondents indicated each event’s frequency (M = 2.26, SD = .96, a = .90). This measure was based on extensive qualitative research (Rosenbloom & Way, 2004) and developed for use with adolescents from diverse ethnic groups (Greene, Way, & Pahl, 2006).",NA,NA,Personal,Specific
1549,1,ic,cf,Cross-group friendship,"Close Personal Contact To examine the effects of interracial contad upon attitudes toward affirmative action policies, two independent variables were created. The first variable is a composite of two survey questions and is designed to explore the impact of close personal contad. People were asked a pair of yes/no questions. One question asked if they consider anyone of the other race to be a good friend. The second question asked if any acquaintances or casual friends that they keep in touch with are members of the other race. Both questions were recoded so respondents answering affirmatively that they had good friends or close acquaintances of the other race = 0 , not having friends or close acquaintances = 1. The questions used in this study are nearly identical to questions asked in similar studies (e.g., Jackman & Crane 1986; Sigelman & Welch 1993).",Directly,No,NA,NA
1549,1,ic,cq,Contact quantity,"Casual Contact The second variable is a composite of five survey questions and is designed to measure casual interracial contact. Most studies in the past have used indirect indicators of casual contact, such as asking respondents for the racial composition of their neighborhood or even that of the local school. To make  this type of data useful, the respondent must possess an accurate estimate of the racial composition of his or her surroundings. This alone is problematic, as estimating the size of a minority population by respondents is rarely accurate and accuracy varies depending upon many variables (Nadeau et al. 1993). Even  when the researcher can get away from these estimating problems, there remains  an implied assumption that individuals who operate within integrated settings will actually have interpersonal contact with members of the out-group. The present study relieves us of these vexing assumptions by utilizing a much more direct indicator of interracial contact. These five questions, which constitute the second  independent variable, examine the level of casual contact individuals have with  members of the out-group while going about their life’s activities in the public arena. All respondents were asked how often they have conversations with members of the other race while on the job, shopping, at events with their children, at church and at entertainment venues. All five questions were recoded so that those responding that they have interracial conversations frequently = 0 , sometimes = .5, and never = 1.",Directly,No,NA,NA
